01,1.1,5,19,31
02,1.9,2,17,28
03,6,0,22,31
04,10.1,0,18,30
05,14.7,0,20,31
06,19,0,6,30
07,21.3,0,0,31
08,20.8,0,0,31
09,16.6,0,15,30
10,11.7,0,23,31
11,5.7,0,20,30
12,1.5,4,15,31
